,EIN_YEAR,ba,EIN,Tax Year,Tax End Date,Location (Zipcode),Federate Campaigns,Membership Dues,Fundraising Events,Related Organizations,Government Grants,All Other Contributions,Noncash Contributions,Total
1063,,ABLE-DISABLED ADVOCACY INC,953031682,2019,09-30-2020,92105,0,0,0,0,2019536,488151,404620,2507687
1064,,ABLE-DISABLED ADVOCACY INC,953031682,2018,09-30-2019,92105,0,0,0,0,1962090,377739,237256,2339829
1065,,ABLE-DISABLED ADVOCACY INC,953031682,2017,09-30-2018,92105,0,0,0,0,1996303,141338,49843,2137641
1066,,ABLE-DISABLED ADVOCACY INC,953031682,2016,09-30-2017,92105,0,0,0,0,0,2076118,0,2076118
1067,,ABLE-DISABLED ADVOCACY INC,953031682,2015,09-30-2016,92105,0,0,0,0,1677760,16974,0,1694734
1068,,ABLE-DISABLED ADVOCACY INC,953031682,2014,09-30-2015,92105,0,0,0,0,1698955,350076,0,2049031
1069,,ABLE-DISABLED ADVOCACY INC,953031682,2013,09-30-2014,0,0,0,0,0,1662856,304412,0,1967268
1070,,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2020,06-30-2021,92112,9190,0,0,0,11606920,4238141,0,15854251
1071,,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2019,06-30-2020,92112,21301,0,0,0,7876775,2735170,0,10633246
1072,,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2018,06-30-2019,92112,50794,0,5748,0,7519954,2379161,0,9955657
1073,,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2017,06-30-2018,92112,91200,0,28745,0,0,2116667,0,2236612
1074,,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2016,06-30-2017,92112,77085,0,53000,0,0,1952123,0,2082208
1075,,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2015,06-30-2016,92101,121494,0,57035,0,0,2955261,0,3133790
1076,,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2014,06-30-2015,92101,120174,0,143749,0,0,1755127,0,2019050
1077,,CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,237334012,2013,06-30-2014,0,116799,0,196830,0,0,1845723,0,2159352
1078,,NEIGHBORHOOD HOUSE ASSN,951648184,2021,06-30-2022,92111,322,0,248049,0,103160048,624484,0,104032903
1079,,NEIGHBORHOOD HOUSE ASSN,951648184,2020,06-30-2021,92111,753,0,210773,0,94379296,718898,0,95309720
1080,,NEIGHBORHOOD HOUSE ASSN,951648184,2019,06-30-2020,92111,819,0,88990,0,97559202,598531,0,98247542
1081,,NEIGHBORHOOD HOUSE ASSN,951648184,2018,06-30-2019,92111,882,0,197990,0,95320956,638996,74436,96158824
1082,,NEIGHBORHOOD HOUSE ASSN,951648184,2017,06-30-2018,92111,2433,0,90000,0,92792453,640431,65505,93525317
1083,,Neighborhood House Assn,951648184,2016,06-30-2017,92111,4241,0,208120,0,85482020,539917,0,86234298
1084,,Neighborhood House Assn,951648184,2015,06-30-2016,92111,6215,0,193732,0,83944092,573315,0,84717354
1085,,NEIGHBORHOOD HOUSE ASSN,951648184,2014,06-30-2015,92111,7121,0,163374,0,81106064,333272,0,81609831
1086,,NEIGHBORHOOD HOUSE ASSN,951648184,2013,06-30-2014,0,3876,0,89183,0,76395637,466969,287665,76955665
1087,,Southern Indian Health Council,953782164,2020,09-30-2021,91901,0,0,0,0,19406720,120824,59013,19527544
1088,,Southern Indian Health Council,953782164,2019,09-30-2020,91901,0,0,0,0,15329504,54763,54763,15384267
1089,,Southern Indian Health Council,953782164,2018,09-30-2019,91901,0,0,0,0,12821614,171201,44396,12992815
1090,,Southern Indian Health Council,953782164,2017,09-30-2018,91901,0,0,0,0,12039956,227741,42532,12267697
1091,,Southern Indian Health Council,953782164,2016,09-30-2017,91901,0,0,0,0,11237004,378725,39036,11615729
1092,,Southern Indian Health Council,953782164,2015,09-30-2016,91901,0,0,0,0,10326684,926092,96307,11252776
1093,,SOUTHERN INDIAN HEALTH COUNCIL INC,953782164,2014,09-30-2015,91901,0,0,0,0,10459020,638433,123626,11097453
1094,,SOUTHERN INDIAN HEALTH COUNCIL INC,953782164,2013,09-30-2014,0,0,0,0,0,9395777,145941,97417,9541718
1095,,SOMALI BANTU ASSOCIATION OF AMERICA,273390797,2020,06-30-2021,92105,0,0,0,0,293380,374295,5000,667675
1096,,SOMALI BANTU ASSOCIATION OF AMERICA,273390797,2019,06-30-2020,92105,0,0,0,0,402438,233989,463,636427
1097,,SOMALI BANTU ASSOCIATION OF AMERICA,273390797,2018,06-30-2019,92105,0,0,0,0,252176,221576,1000,473752
1098,,Somali Bantu Association of America,273390797,2017,06-30-2018,92105,0,0,0,0,0,393129,15488,393129
1099,,UPLIFT,330210280,2022,12-31-2022,92102,0,0,215764,0,0,225374,0,441138
1100,,UPLIFT,330210280,2021,12-31-2021,92102,0,0,53708,0,0,192522,30000,246230
1101,,Uplift,330210280,2019,12-31-2019,92102,0,0,52847,0,0,188329,0,241176
1102,,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2021,06-30-2022,92121,0,0,349596,0,6327592,87887254,58312927,94564442
1103,,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2020,06-30-2021,92121,0,0,251384,0,10838132,113522301,80913471,124611817
1104,,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2019,06-30-2020,92121,0,0,103012,0,5257407,75773240,58281891,81133659
1105,,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2018,06-30-2019,92121,0,0,316076,0,2593934,48722765,41159936,51632775
1106,,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2017,06-30-2018,92121,0,0,191553,0,2106601,41309129,35087496,43607283
1107,,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2016,06-30-2017,92121,0,0,154260,0,1623355,38415684,31883433,40193299
1108,,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2015,06-30-2016,92121,0,0,117922,0,2175671,31097166,25686164,33390759
1109,,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2014,06-30-2015,92121,0,0,143289,0,8567254,24065867,25032864,32776410
1110,,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,204374795,2013,06-30-2014,0,0,0,131556,0,2230566,30090121,25346991,32452243
1111,,CENTER FOR COMMUNITY SOLUTIONS,956379598,2021,06-30-2022,92109,0,0,463831,0,5516946,850877,16256,6831654
1112,,CENTER FOR COMMUNITY SOLUTIONS,956379598,2020,06-30-2021,92109,0,0,493759,0,4983768,1295828,21422,6773355
1113,,CENTER FOR COMMUNITY SOLUTIONS,956379598,2019,06-30-2020,92109,0,0,169778,0,4963840,943753,50456,6077371
1114,,CENTER FOR COMMUNITY SOLUTIONS,956379598,2018,06-30-2019,92109,0,0,431150,0,4702859,731655,33999,5865664
1115,,CENTER FOR COMMUNITY SOLUTIONS,956379598,2017,06-30-2018,92109,0,0,286098,0,4101800,719296,35080,5107194
1116,,CENTER FOR COMMUNITY SOLUTIONS,956379598,2016,06-30-2017,92109,0,0,180995,0,3654739,747187,91441,4582921
1117,,CENTER FOR COMMUNITY SOLUTIONS,956379598,2015,06-30-2016,92109,0,0,238746,0,3215028,596261,29180,4050035
1118,,CENTER FOR COMMUNITY SOLUTIONS,956379598,2014,06-30-2015,92109,0,0,222496,0,3027355,693548,18123,3943399
1119,,CENTER FOR COMMUNITY SOLUTIONS,956379598,2013,06-30-2014,0,0,0,314055,0,2686916,1234390,172083,4235361
1120,,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2020,06-30-2021,92127,0,0,0,0,0,158572,0,158572
1121,,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2019,06-30-2020,92127,0,0,0,0,132432,0,0,132432
1122,,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2018,06-30-2019,92127,0,0,0,0,161530,0,0,161530
1123,,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2017,06-30-2018,92127,0,0,0,0,139382,0,0,139382
1124,,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2016,06-30-2017,92127,0,0,0,0,141447,0,0,141447
1125,,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2015,06-30-2016,92127,0,0,0,0,320264,0,0,320264
1126,,"CATHEDRAL PLAZA DEVELOPMENT CORP
CO ROYAL PROPERTY MGMT GROUP INC",952949636,2014,06-30-2015,92127,0,0,0,0,433182,0,0,433182
1127,,EQUALITY ALLIANCE OF SAN DIEGO,261712580,2022,12-31-2022,92112,0,0,0,0,0,7171594,0,7171594
1128,,EQUALITY ALLIANCE OF SAN DIEGO,261712580,2021,12-31-2021,92112,0,0,72165,0,0,4616925,0,4689090
1129,,Equality Alliance of San Diego County,261712580,2020,12-31-2020,92112,0,5050,0,0,242800,4179440,0,4427290
1130,,Equality Alliance of San Diego County,261712580,2019,12-31-2019,92112,0,9365,0,0,0,1800844,0,1810209
1131,,Equality Alliance of San Diego County,261712580,2018,12-31-2018,92112,0,9375,0,0,0,2631980,0,2641355
1132,,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2017,12-31-2017,92112,0,0,0,0,0,1624468,0,1624468
1133,,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2016,12-31-2016,92112,0,0,0,0,0,2424704,0,2424704
1134,,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2015,12-31-2015,92112,0,0,0,0,0,1236342,0,1236342
1135,,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2014,12-31-2014,92112,0,0,0,0,0,1558845,0,1558845
1136,,EQUALITY ALLIANCE OF SAN DIEGO COUNTY,261712580,2013,12-31-2013,0,0,4050,0,0,0,1294766,0,1298816
1137,,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2021,03-31-2022,92082,0,0,0,0,19481149,5513833,142150,24994982
1138,,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2020,03-31-2021,92082,0,0,0,0,15254349,4040759,83169,19295108
1139,,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2019,03-31-2020,92082,0,0,0,0,16187588,3801316,109457,19988904
1140,,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2018,03-31-2019,92082,0,0,0,0,15031002,3433623,159069,18464625
1141,,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2017,03-31-2018,92082,0,0,0,0,14642740,3301262,142164,17944002
1142,,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2016,03-31-2017,92082,0,0,0,0,14998644,2860730,138656,17859374
1143,,SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION,237161267,2015,03-31-2016,92082,0,0,0,0,15121712,2746407,137017,17868119
1144,,Southern California Tribal Chairmens Association,237161267,2014,03-31-2015,92082,0,0,0,0,14582040,2690773,136381,17272813
1145,,Southern California Tribal Chairmens Association,237161267,2013,03-31-2014,0,0,0,0,0,14784217,2782242,136516,17566459
1146,,NATIONAL CONFLICT RESOLUTION CENTER,330433314,2021,06-30-2022,92101,0,0,521275,0,598626,970523,142849,2090424
1147,,NATIONAL CONFLICT RESOLUTION CENTER,330433314,2020,06-30-2021,92101,0,0,1200,0,462250,2067172,15150,2530622
1148,,National Conflict Resolution Center,330433314,2019,06-30-2020,92101,0,0,0,0,1178817,986074,0,2164891
1149,,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2020,06-30-2021,92123,0,0,72703,7303371,21236898,13159624,247272,41772596
1150,,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2019,06-30-2020,92123,0,0,8530,2200000,16665713,12516117,122210,31390360
1151,,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2018,06-30-2019,92123,0,0,382685,2042808,11727667,15812839,126480,29965999
1152,,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2017,06-30-2018,92123,0,0,291286,1531126,7074276,7917964,286966,16814652
1153,,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2016,06-30-2017,92123,158030,0,223371,100000,8064950,7980152,118276,16526503
1154,,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2015,06-30-2016,92123,0,0,88548,70000,7628861,6851622,149927,14639031
1155,,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2014,06-30-2015,92123,0,0,249428,50000,7072121,6723581,175948,14095130
1156,,JEWISH FAMILY SERVICE OF SAN DIEGO,951644024,2013,06-30-2014,0,0,0,131648,1159200,6741356,7313739,140200,15345943
1157,,VISTA HILL FOUNDATION,951944230,2020,09-30-2021,92123,0,0,0,421222,0,0,0,421222
1158,,VISTA HILL FOUNDATION,951944230,2019,09-30-2020,92123,0,0,0,829467,0,0,0,829467
1159,,VISTA HILL FOUNDATION,951944230,2018,09-30-2019,92123,0,0,0,519227,0,50000,0,569227
1160,,VISTA HILL FOUNDATION,951944230,2017,09-30-2018,92123,0,0,0,1143385,0,0,0,1143385
1161,,VISTA HILL FOUNDATION,951944230,2016,09-30-2017,92123,0,0,0,1144538,0,25000,0,1169538
1162,,VISTA HILL FOUNDATION,951944230,2015,09-30-2016,92123,0,0,0,1081289,0,0,0,1081289
1163,,VISTA HILL FOUNDATION,951944230,2014,09-30-2015,92123,0,0,0,1164736,0,0,0,1164736
1164,,VISTA HILL FOUNDATION,951944230,2013,09-30-2014,0,0,0,0,833367,0,0,0,833367
1165,,The Association for Community Housing Solutions,330602842,2021,12-31-2021,92123,0,0,0,0,1659718,27280,0,1686998
1166,,TACHS,330602842,2020,12-31-2020,92123,0,0,0,0,1598008,25316,0,1623324
1167,,MENTAL HEALTH SYSTEMS INC,953302967,2021,06-30-2022,92123,0,0,0,0,93554678,271291,0,93825969
1168,,MENTAL HEALTH SYSTEMS INC,953302967,2020,06-30-2021,92123,0,0,0,0,98611907,25197,0,98637104
1169,,MENTAL HEALTH SYSTEMS INC,953302967,2019,06-30-2020,92123,0,0,0,0,90049407,32870,0,90082277
1170,,MENTAL HEALTH SYSTEMS INC,953302967,2018,06-30-2019,92123,0,0,0,0,71062143,77961,0,71140104
1171,,MENTAL HEALTH SYSTEMS INC,953302967,2017,06-30-2018,92123,0,0,0,0,61935444,79120,0,62014564
1172,,Mental Health Systems Inc,953302967,2016,06-30-2017,92123,0,0,0,0,62030562,78628,0,62109190
1173,,MENTAL HEALTH SYSTEMS INC,953302967,2015,06-30-2016,92123,0,0,0,0,67248615,281825,0,67530440
1174,,MENTAL HEALTH SYSTEMS INC,953302967,2014,06-30-2015,92123,0,0,0,0,72132439,267385,0,72399824
1175,,MENTAL HEALTH SYSTEMS INC,953302967,2013,06-30-2014,0,0,0,0,0,0,109691,0,140328
1176,,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2021,09-30-2022,90275,0,0,0,0,754793,0,0,754793
1177,,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2020,09-30-2021,90275,0,0,0,0,784501,0,0,784501
1178,,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2019,09-30-2020,90275,0,0,0,0,786788,0,0,786788
1179,,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2018,09-30-2019,90275,0,0,0,0,745913,0,0,745913
1180,,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2017,09-30-2018,90275,0,0,0,0,712870,0,0,712870
1181,,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2016,09-30-2017,90802,0,0,0,0,665873,0,0,665873
1182,,THE SALVATION ARMY SAN DIEGO RESIDENCES INC,330553621,2015,09-30-2016,90802,0,0,0,0,621388,0,0,621388
1183,,UNION OF PAN ASIAN COMMUNITIES,237279074,2021,06-30-2022,92102,170,0,44349,0,0,595309,53487,639828
1184,,UNION OF PAN ASIAN COMMUNITIES,237279074,2020,06-30-2021,92102,216,0,77662,0,33272,524550,0,635700
1185,,UNION OF PAN ASIAN COMMUNITIES,237279074,2019,06-30-2020,92102,56,0,0,0,0,561746,0,561802
1186,,UNION OF PAN ASIAN COMMUNITIES,237279074,2018,06-30-2019,92102,387,0,134109,0,0,299784,0,434280
1187,,UNION OF PAN ASIAN COMMUNITIES,237279074,2017,06-30-2018,92102,219,0,123225,0,0,443582,0,567026
1188,,UNION OF PAN ASIAN COMMUNITIES,237279074,2016,06-30-2017,92102,777,0,118088,0,0,378054,0,496919
1189,,UNION OF PAN ASIAN COMMUNITIES,237279074,2015,06-30-2016,92102,1083,0,120006,0,0,282200,0,403289
1190,,UNION OF PAN ASIAN COMMUNITIES,237279074,2014,06-30-2015,92102,752,0,108729,0,0,254538,0,364019
1191,,UNION OF PAN ASIAN COMMUNITIES,237279074,2013,06-30-2014,0,3256,0,0,0,0,301674,0,304930
1192,,TOWNSPEOPLE,330623634,2021,12-31-2021,92104,0,0,0,0,1404789,301693,0,1706482
1193,,TOWNSPEOPLE,330623634,2020,12-31-2020,92103,0,0,0,0,1222446,118579,0,1341025
1194,,TOWNSPEOPLE,330623634,2019,12-31-2019,92103,0,0,0,0,1043179,25747,0,1068926
1195,,TOWNSPEOPLE,330623634,2018,12-31-2018,92103,0,0,0,0,830118,128187,0,958305
1196,,TOWNSPEOPLE,330623634,2017,12-31-2017,92103,0,0,0,0,685289,18984,3430,704273
1197,,TOWNSPEOPLE,330623634,2016,12-31-2016,92103,0,0,0,0,732642,14274,0,746916
1198,,TOWNSPEOPLE,330623634,2015,12-31-2015,92103,0,0,0,0,450427,16277,0,466704
1199,,TOWNSPEOPLE,330623634,2014,12-31-2014,92103,0,0,0,0,326207,44853,0,371060
1200,,TOWNSPEOPLE,330623634,2013,12-31-2013,0,0,0,0,0,595951,35474,0,631425
1201,,HOME START INC,953138268,2021,06-30-2022,92108,0,0,96200,0,9547671,2417336,49427,12061207
1202,,HOME START INC,953138268,2020,06-30-2021,92108,0,0,148040,0,9010990,1979791,53907,11138821
1203,,HOME START INC,953138268,2019,06-30-2020,92108,0,0,116759,0,6289693,1628594,110061,8035046
1204,,HOME START INC,953138268,2018,06-30-2019,92108,0,0,157560,0,4585241,734168,91413,5476969
1205,,HOME START INC,953138268,2017,06-30-2018,92108,0,0,128764,0,4647050,915600,470035,5691414
1206,,HOME START INC,953138268,2016,06-30-2017,92108,0,0,124963,0,4427963,1709373,529998,6262299
1207,,HOME START INC,953138268,2015,06-30-2016,92108,0,0,60824,0,4395128,2181271,650718,6637223
1208,,HOME START INC,953138268,2014,06-30-2015,92108,0,0,0,0,3856122,2530596,504545,6386718
1209,,BREAD OF LIFE RESCUE MISSION,311750839,2020,07-31-2021,38557,0,0,0,0,42794,258346,0,301140
1210,,BREAD OF LIFE RESCUE MISSION,311750839,2019,07-31-2020,38557,0,0,0,0,0,285706,0,285706
1211,,BREAD OF LIFE RESCUE MISSION,311750839,2018,07-31-2019,38557,0,0,0,0,0,300810,9720,300810
1212,,BREAD OF LIFE RESCUE MISSION,311750839,2017,07-31-2018,38557,0,0,0,0,0,315897,0,315897
1213,,BREAD OF LIFE RESCUE MISSION,311750839,2016,07-31-2017,38557,0,0,0,0,0,487088,0,487088
1214,,BREAD OF LIFE RESCUE MISSION,311750839,2015,07-31-2016,38557,0,0,0,0,0,338629,0,338629
1215,,BREAD OF LIFE RESCUE MISSION,311750839,2014,07-31-2015,38557,0,0,0,0,0,429101,20000,429101
1216,,BREAD OF LIFE RESCUE MISSION,311750839,2013,07-31-2014,0,0,0,0,0,0,356509,0,356509
1217,,SOLUTIONS FOR CHANGE INC,330902617,2021,12-31-2021,92083,0,0,344910,0,578971,2752293,20111,3676174
1218,,SOLUTIONS FOR CHANGE INC,330902617,2020,12-31-2020,92083,0,0,10100,0,398625,2433828,0,2842553
1219,,SOLUTIONS FOR CHANGE INC,330902617,2019,12-31-2019,92083,0,0,155775,0,75000,1513911,95223,1744686
1220,,SOLUTIONS FOR CHANGE INC,330902617,2018,12-31-2018,92083,0,0,250677,0,200000,2319654,144589,2770331
1221,,SOLUTIONS FOR CHANGE INC,330902617,2017,12-31-2017,92083,0,0,33059,0,300000,1503790,0,1836849
1222,,SOLUTIONS FOR CHANGE INC,330902617,2016,12-31-2016,92083,0,0,163539,0,0,1694851,14192,1858390
1223,,SOLUTIONS FOR CHANGE INC,330902617,2015,12-31-2015,92083,0,0,649293,0,0,1231933,133368,1881226
1224,,SOLUTIONS FOR CHANGE INC,330902617,2014,12-31-2014,92083,0,0,737190,0,0,1407551,116236,2144741
1225,,"THE SAN DIEGO LESBIAN GAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2020,06-30-2021,92163,0,0,0,0,5499751,5085443,0,10585194
1226,,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2019,06-30-2020,92163,0,0,0,0,3582838,4003879,0,7586717
1227,,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2018,06-30-2019,92163,0,0,0,0,2417854,4898662,0,7316516
1228,,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2017,06-30-2018,92163,0,0,0,0,2618909,4786412,0,7405321
1229,,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2016,06-30-2017,92163,0,0,0,0,2674347,4105894,0,6780241
1230,,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2015,06-30-2016,92163,0,0,0,0,2265389,2588997,0,4854386
1231,,"THE SAN DIEGO LESBIANGAY BISEXUAL
TRANSGENDER COMMUNITY CENTER",237332048,2014,06-30-2015,92163,0,0,0,0,1807212,2867228,0,4674440
1232,,"Strong Hearted Native Womens
Coalition Inc",562613191,2021,06-30-2022,92082,0,0,0,0,1434028,236674,0,1670702
1233,,"Strong Hearted Native Womens
Coalition Inc",562613191,2020,06-30-2021,92082,0,0,0,0,1025846,45625,0,1071471
1234,,"Strong Hearted Native Womens
Coalition Inc",562613191,2019,06-30-2020,92082,0,0,0,0,921567,26017,0,947584
1235,,"Strong Hearted Native Womens
Coalition Inc",562613191,2018,06-30-2019,92082,0,0,0,0,876189,3574,0,879763
1236,,"Strong Hearted Native Womens
Coalition Inc",562613191,2017,06-30-2018,92082,0,0,0,0,799422,7109,0,806531
1237,,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2018,12-31-2018,92127,0,0,0,0,59823,0,0,59823
1238,,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2017,12-31-2017,92127,0,0,0,0,59524,0,0,59524
1239,,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2016,12-31-2016,92127,0,0,0,0,58030,0,0,58030
1240,,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2015,12-31-2015,92127,0,0,0,0,56783,0,0,56783
1241,,ESCONDIDO GARDENS HOUSING FOUNDATION,330618893,2014,12-31-2014,92127,0,0,0,0,55753,0,0,55753
